price,timestamp
943960,2014-10-30
923399,2014-11-01
920966,2014-11-02
916770,2014-11-05
918492,2014-11-06
929450,2014-11-08
922530,2014-11-09
921380,2014-11-10
924840,2014-11-11
923690,2014-11-12
926404,2014-11-13
936370,2014-11-15
935220,2014-11-16
938680,2014-11-17
939830,2014-11-18
936370,2014-11-19
936370,2014-11-20
936370,2014-11-22
944440,2014-11-23
947900,2014-11-24
958280,2014-11-25
960590,2014-11-26
966188,2014-11-27
976730,2014-11-29
972120,2014-11-30
977880,2014-12-01
976730,2014-12-02
976730,2014-12-03
972798,2014-12-04
979040,2014-12-06
983650,2014-12-07
991720,2014-12-08
1000950,2014-12-09
1000950,2014-12-10
1003810,2014-12-11
1014790,2014-12-14
1014790,2014-12-15
1010170,2014-12-16
1019400,2014-12-17
1013280,2014-12-18
1010983,2014-12-20
1010170,2014-12-22
1010170,2014-12-24
1011836,2014-12-25
1017090,2014-12-27
1012480,2014-12-28
1006710,2014-12-29
1005560,2014-12-30
998787,2015-01-01
1004410,2015-01-03
1003250,2015-01-04
1012480,2015-01-05
1014790,2015-01-06
1010170,2015-01-07
1015659,2015-01-08
1012480,2015-01-10
1010170,2015-01-11
1011330,2015-01-12
1011330,2015-01-13
1011330,2015-01-14
1034080,2015-01-15
1044770,2015-01-17
1055150,2015-01-18
1056300,2015-01-19
1066680,2015-01-20
1058610,2015-01-21
1055007,2015-01-22
1059760,2015-01-24
1057450,2015-01-25
1055150,2015-01-26
1056300,2015-01-27
1050530,2015-01-28
1050472,2015-01-29
1047070,2015-01-31
1037850,2015-02-01
1041310,2015-02-02
1032080,2015-02-03
1027470,2015-02-04
1007159,2015-02-05
1000950,2015-02-07
1012480,2015-02-08
1010170,2015-02-09
1009903,2015-02-10
1012916,2015-02-12
1013630,2015-02-14
1010170,2015-02-15
994030,2015-02-16
996340,2015-02-17
1004410,2015-02-18
990564,2015-02-19
995180,2015-02-21
994030,2015-02-22
996340,2015-02-23
1006710,2015-02-24
1009020,2015-02-25
1007982,2015-02-26
1006710,2015-02-28
1007870,2015-03-01
1002100,2015-03-02
1002100,2015-03-03
999790,2015-03-04
983675,2015-03-05
976730,2015-03-07
976730,2015-03-08
967510,2015-03-09
949060,2015-03-10
950210,2015-03-11
932194,2015-03-12
924840,2015-03-14
936370,2015-03-15
945600,2015-03-16
